Store_Name,Address,Location,Timings,Rating_(reviewers),Phone
Beeramguda,"Plot No 8/B, H No 14-81/13/8/B/A/1, Raghavendra Colony, Beeramguda, Ramachandrapuram, Hyderabad, Telangana, 502032",Telangana,11:00 AM to 09:30 PM, 4.9  (2212) ,9667226227
"Flagship Store At Vanasthalipuram Main Road, Hyderabad","H No 5-5858/1(New), 5-5-511(Old), Plot No 27 &30, Ward No 05, Chintalknta Of Sahebnagar, Kjurd Village, Hyathnagar Mandal, Ranga Reddy District,Vanasthalipuram, Hyderabad,Telangana, 500074",Telangana,11:00 AM to 09:30 PM, 4.9  (1477) ,8744052756
Begumpet,"Property No 1/11/222/D/3, Sp Road, Begumpet, Opposite Hdfc Bank, Near Shopper Stop, Secunderabad, Telangana, 500016",Telangana,11:00 AM to 09:30 PM, 4.7  (469) ,7428891117
Champapet,"Shop No 17/1/383/N/80/31, Block No 1, Brindavan Colony Nagar, Champapet, Opposite Manda Ram Reddy Garden, Hyderabad, Telangana, 500079",Telangana,11:00 AM to 09:30 PM, 4.9  (982) ,7428891122
LB Nagar,"Plot No 124 In Survey No 64, Ward No 3, Block No 8, Door No 3-11-22, Sri Enclave, Suvidha Arcade, Rtc Colony, Lb Nagar, Bahadurguda, Hyderabad, Telangana, 500074",Telangana,11:00 AM to 09:30 PM, 4.9  (1588) ,9319372707
Kukatpally,"D#12-6-2/216, P#1 Sy#577, Ground Floor, Kukatpally, Opposite Bjp Office, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM, 4.6  (370) ,7303423424
Serilingampally Mandal Kondapur,"Door No 4-1382, Raja Rajeswara Nagar, Kondapur Village, Serilingampally Mandal, Ranga Reddy, Kondapur, Telangana, 500084",Telangana,11:00 AM to 09:30 PM, 3.9  (16) ,8929808351
ECIL Radhika,"Victory Plaza, Plot No 11 Extension, Ecil X Main Road, Khushaiguda, Khushaiguda, Opposite Sbi Bank, Hyderabad, Telangana, 500062",Telangana,11:00 AM to 09:30 PM, 4.9  (1831) ,8929261828
"MG Road, Warangal","Shetter No 3, 11-26-226, Islamia Complex, M G Road, Opposite Mgm Hospital Gate No 1, Warangal, Telangana, 506007",Telangana,11:00 AM to 09:00 PM, 4.9  (1607) ,9319368930
Sattva Necklace Mall,"Shop No 9A, Ground Floor, Sattva Necklace Mall, Municipal No 8 To 32/395, Survey No 33 To 39/85/1, Ward No 6 Block 6 Plot No 1, Kavadiguda, Secunderabad, Telangana, 500080",Telangana,11:00 AM to 09:30 PM, 4.9  (421) ,7065045220
Malakpet,"Shop No 16/10/27/105/7/4/1, Tirumala Pride, Main Road, Malakpet, Opposite Bajaj Electronics, Hyderabad, Telangana, 500036",Telangana,11:00 AM to 09:30 PM, 4.7  (581) ,7428891146
Kalasiguda,"Shop No 1,7 & 396, Sandhu Apartment, Jain Estate, Kalasiguda, Secunderabad, Kalasiguda, Opposite Incredible One Hotel & Nanking Hotel Parklane, Hyderabad, Telangana, 500003",Telangana,11:00 AM to 09:30 PM, 4.9  (940) ,7428890087
Adikmet,"House No 1/9/670/69, Ground Floor, Srt Quarters, Vidya Nagar, Adikmet, Near Apollo Pharmacy, Hyderabad, Telangana, 500044",Telangana,11:00 AM to 09:30 PM, 4.8  (1019) ,7428891147
Kondapur 2,"Ground Floor, D No 1-112, Kondapur S2 & S1, Chandanagar, Hyderabad, Telangana, 500084",Telangana,11:00 AM to 09:30 PM, 4.2  (116) ,9582251897
Kukatpally,"Mig 42, Ground Floor, Kphb Phase 1, Dharma Reddy Colony, Kukatpally, Opposite Jntu, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM, 4.8  (3441) ,7428890093
West Marredpally,"Building No, 3 & 6,101/C/1J, H/228, Chiranjeevi Apartment, West Marredpally Road, Boosareddy Guda, Aswini Colony, West Marredpally, Beside Apollo Pharmacy, Hyderabad, Telangana, 500026",Telangana,11:00 AM to 09:30 PM, 4.9  (432) ,7303425426
Shivam Road,"H No 2/2/647/3/A/3, Ground Floor, Shivam Road, Amberpet, Aphb Colony, New Nallakunta, Near Pizza Hut, Hyderabad, Telangana, 500044",Telangana,11:00 AM to 09:30 PM, 4.9  (1870) ,9319365277
Flagship Store Shamsahbad,"23/65/1, Madhura Nagar, Shamsahabad, Rangareddy, Hyderabad, Telangana, 501218",Telangana,11:00 AM to 09:30 PM, 4.9  (928) ,9319364363
Madhapur,"H No 1-90/20/G/1, Sai Siddartha Complex, Metro Pillar No 1760, Main Road, Madhapur, Metro Pillar No 1760, Hyderabad, Telangana, 500081",Telangana,11:00 AM to 09:30 PM, 4.8  (3623) ,7428890107
Himayat Nagar,"Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, Ap State Housing Board, Himayat Nagar, Near Mc Donald Brand Factory, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM, 4.8  (1761) ,7428890115
Sanjeeva Reddy Nagar,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038",Telangana,11:00 AM to 09:30 PM, 4.9  (3948) ,7428890123
BN Reddy Nagar,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070",Telangana,11:00 AM to 09:30 PM, 4.9  (984) ,9319360961
Ameenpur Main Road,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032",Telangana,11:00 AM to 09:30 PM, 4.9  (440) ,9643806413
Mancherial Road,"Om Sri Sai Retail, Alta Mohan Reddy, Door No 1-3-131/11/2, Raja Rajeshwari Garderns Buildings, Mancherial Road, Opposite Axis Bank, Nirmal, Telangana, 504106",Telangana,11:00 AM to 09:00 PM, 4.9  (333) ,9311773717
MG Road Secunderabad,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003",Telangana,11:00 AM to 09:30 PM, 4.8  (514) ,7303181182
Padma Rao Nager,"Shop No 1, Ground Floor, H No 6, 1-344/16, Padmarao Nagar, Secunderabad, Telangana, 500025",Telangana,11:00 AM to 09:30 PM, 4.9  (427) ,8929149051
Nagaram,"Sy No 25/A, Rampally X Road, Nagaram Main Road, Kundanpally, Secundrabad, Telangana, 500083",Telangana,11:00 AM to 09:30 PM, 4.9  (574) ,9582463650
Gachibowli Service Road,"Ground Floor, Commercial Complex, Plot No 138 &139, Satyanarayana Arcade, Gachibowli, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:00 PM, 4.9  (620) ,9582500516
Mahabubnagar,"8-6-237/3, Padmavathi Colony, Padmavathi Colony, Mahabubnagar, Telangana, 509001",Telangana,11:00 AM to 09:00 PM, 4.9  (571) ,8929274204
Mamatha signal,"4-2-810, Ground Floor, CPI Office, Mamatha Hospital Road Signal, Beside Ibacco Ice Cream, Kaviraj Nagar, Wyraroad, Khammam, Telangana, 507002",Telangana,10:30 AM to 09:30 PM, 5.0  (445) ,9582524903
Tolichowki,"8/1/305 & 306, Anand Silicon Chip, Shaikpet Road, Tolichowki, Near Passport Office, Hyderabad, Telangana, 500008",Telangana,11:00 AM to 09:30 PM, 4.7  (849) ,7428890170
Banjara Hills 2,"D No 8-2-626/5, Shop No-G5A, Reliance Classic Building, Road No 1, Banjara Hills",Telangana,11:00 AM to 09:30 PM, 4.8  (228) ,9711641453
Miyapur,"Nuk Amrutha Estates, Nh65, Opposite Kfc, Ambedkar, Nagar, Miyapur, Beside Dominos Pizza, Miyapur, Telangana, 500049",Telangana,11:00 AM to 09:30 PM, 4.9  (2189) ,8929082056
Somajiguda,"6-3-927/A&B, Ground Floor, Shobhan Building, Somajiguda, Raj Bhavan Road, Hyderabad, Telangana, 500082",Telangana,11:00 AM to 09:30 PM, 4.6  (426) ,9643821496
New Safilguda,"D No 24-88/40/1, East Anand Bagh, Safilguda, Opposite Fortune Honda Showroom, Hyderabad, Telangana, 500047",Telangana,11:00 AM to 09:30 PM, 4.9  (1882) ,8929331321
Malkajgiri,"Shop No 3/238, Maruthi Nagar, Malkajgiri, Hyderabad, Telangana, 500047",Telangana,11:00 AM to 09:30 PM, 4.8  (2002) ,7428891216
Attapur,"Shop No 4/3/164, Ring Road, Attapur, Opposite Pillar No 138, Hyderabad, Telangana, 500048",Telangana,11:00 AM to 09:30 PM, 4.3  (582) ,7428891219
Gudimalkapur,"Shop No 13-6-439/1/A/111/7, Balaji Nagar, Mehdipatnam Ring Road, Gudimalkapur, Near Pillar No 75, Hyderabad, Telangana, 500006",Telangana,11:00 AM to 09:30 PM, 4.7  (289) ,8929344590
Karimnagar,"2-6-299, A K Estate, Mishra Complex, I B Road, Mukarampur, Beside Centro Mukarampur, Karimnagar, Telangana, 505001",Telangana,11:00 AM to 09:00 PM, 4.9  (2102) ,8929186813
Sarath City Capital Mall,"Shop No 99, Ground Floor, Kondapur, Sarath City Capital Mall, Opposite Vision Express, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:30 PM, 4.5  (723) ,7428891227
Pragati Nagar,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090",Telangana,11:00 AM to 09:30 PM, 4.5  (451) ,9582051505
Kothagudem,"3-1-235, Vidyanagar Colony Road, Vidyanagar Colony, Beside Hp Gas Office, Kothagudem, Telangana, 507101",Telangana,11:00 AM to 09:00 PM, 4.9  (802) ,8929174296
Habsiguda,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",Telangana,11:00 AM to 09:00 PM, 4.9  (636) ,8588802587
Financial District,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:30 PM, 4.8  (1039) ,7838671500
Kaveri Hills Madhapur,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",Telangana,11:00 AM to 09:30 PM, 4.9  (613) ,9711869741
Patancheruvu,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",Telangana,11:00 AM to 09:30 PM, 4.9  (2918) ,7838290268
Uppal Depot,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",Telangana,11:00 AM to 09:00 PM, 4.7  (626) ,7428890200
Vanasthalipuram,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",Telangana,11:00 AM to 09:00 PM, 4.7  (1269) ,7428890201
Old Bowenpally,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",Telangana,11:00 AM to 09:30 PM, 4.9  (1477) ,8929345155
Suncity,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",Telangana,11:00 AM to 09:30 PM, 4.1  (245) ,8929162484
Tirumalagiri,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",Telangana,11:00 AM to 09:30 PM, 4.9  (129) ,9582528860
Diamond Hills,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",Telangana,11:00 AM to 09:30 PM, 4.9  (1563) ,8307197198
"SD Road, Secunderabad","H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",Telangana,11:00 AM to 09:30 PM, 4.8  (350) ,7838194852
Sangareddy,"Main Road, Near Gokul Hospital, Opposite Tscpdcl Office, Sangareddy, Telangana, 502001",Telangana,11:00 AM to 09:00 PM, 4.8  (734) ,7838235693
Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM, 4.8  (295) ,8929334354
Mallapur,"House No 3-498/1/1/3, Ground Floor, Plot No 3, Situated Mallapur Village, Uppal Mandal, Kapra Circle, Mallapur, Hyderabad, Telangana, 500076",Telangana,11:00 AM to 09:30 PM, 4.9  (395) ,8929340390
Yousufguda,"House No 8-3-231/4/7, Lakshmi Plaza, Metro Piller #C1549, Opposite HDFC Bank, Sri Krishna Nagar, Yousufguda, Hyderabad, Telangana, 500045",Telangana,10:30 AM to 09:30 PM, 4.8  (122) ,7291084985
Kokapet,"Plot No 2 & 3, Brundavan Colony, Gandipet Main Road, Narsingi, Kokapet, Hyderabad, Telangana, 500075",Telangana,11:00 AM to 10:00 PM, 4.9  (222) ,7291083948
Nacharam,"Emr Complex No 4-1-91/6, Bhavani Nagar, Nacharam Main Road, Nacharam, Nacharam, Hyderabad, Telangana, 500076",Telangana,11:00 AM to 09:30 PM, 4.8  (873) ,9319365940
Kushaiguda,"Plot Bearing No 2/A, Survey No 215, 216, 217, 218 And 222, Chakripuram, Kushaiguda, Under Kapra Municipality, Keesara Mandal, Ranga Reddy District, Hyderabad, Telangana, 500",Telangana,11:00 AM to 09:30 PM, 4.9  (1738) ,9582593828
Kothapet Nagole Road,"1-1-62/5 Shrungeri Colony, Mohan Nagar, Kothapet Nagole Road, Hyderabad, Telangana, 500035",Telangana,11:00 AM to 09:30 PM, 4.9  (903) ,8929607657
Nayeem Nagar,"2-2-122, Ground Floor, Mkm Complex, Nayeem Nagar, Warangal Urbon, Hanamkonda, Telangana, 506009",Telangana,11:00 AM to 09:00 PM, 4.9  (2135) ,8929277341
Flagship Store at Gachibowli,"G2, Vaishnavi Tanmai Plaza, 10 Roads, Gachibowli, Near Hp Petrol Bunk, Opposite Rttc, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:30 PM, 4.7  (2193) ,7428891268
Banjara Hills,"Ghmc 8-2- 681 & 681/1, Road No 12, Ghmc, Banjara Hills, Opposite Himalaya Book World, Hyderabad, Telangana, 500034",Telangana,11:00 AM to 09:30 PM, 4.9  (177) ,8929345305
Nalgonda,"H No 6-2-892/2, Ground Floor, Meerbagh Colony, Hyderabad Road, Beside Union Bank, Nalgonda, Telangana, 508001",Telangana,11:00 AM to 09:00 PM, 4.8  (363) ,7428891141
Siddipet,"H No 18-28/9 Street No 6, Adharsh Nagar, Hyderabad Road, Opposite Ratnadeep Supermarket, Siddipet, Telangana, 502103",Telangana,11:00 AM to 09:00 PM, 4.9  (785) ,7428891235
New Kachiguda,"3-4-1081, Kachiguda Station Road, Barkatpura, Kachiguda, Near Kachiguda Signal, Hyderabad, Telangana, 500027",Telangana,11:00 AM to 09:30 PM, 4.9  (1547) ,8929136909
Jubilee Hills,"Municipal No 8/2/293/82/A471, Road No 36, Jubilee Hills, Near Jubilee Police Station, Hyderabad, Telangana, 500033",Telangana,11:00 AM to 09:30 PM, 4.6  (390) ,7428891279
Narsingi,"Plot # 68A, Alkapur Road # 7, Puppal Guda, Opposite Celebrations Function Hall, Hyderabad, Telangana, 500089",Telangana,11:00 AM to 09:30 PM, 4.9  (948) ,9582951671
Karmanghat,"House No.10-1-81/1/2A & 10-1-81/1/3, Plot No 9, In Survey No 22 Part, Situated At Raghavendra Nagar Colony, Lingojiguda Village, Saroornagar Revenue Mandal, Under GHMC L B Nagar Circle, Ranga Reddy Di",Telangana,11:00 AM to 09:30 PM, 4.9  (1752) ,8744095253
Hydernagar,"Dno-16-2-M/14/G1, Ground Floor, Sai Plaza, Charma Reddy Colony, Phase II, Hydernagar Village, Opposite Rainbow Children'S Hospital, Kukatpally, Hyderabad, Telangana, 500085",Telangana,11:00 AM to 09:30 PM, 4.8  (572) ,8929496181
Tarnaka,"Ground Floor, House No 12-5-35/A/C, Taranaka, Tarnaka, Secunderabad, Telangana, 500007",Telangana,11:00 AM to 09:30 PM, 4.9  (495) ,8929435455
Malaysian Townshiop,"VI KPHB Colony, Malaysian Townshiop, Kukatpally Village & Mandal, Under GHMC Kukatpally Circle, Medchal Malkajgiri, Ranga Reddy District, Hyderabad, Telangana, 500085",Telangana,11:00 AM to 09:30 PM, 4.8  (410) ,8743084107
HMT Hills Pragathinagar,"Flat No G, 2, Pragathi Nagar Road, Addagutta Society, HMT Hills, Beside Eenadu Bank, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana, 500085",Telangana,10:30 AM to 09:30 PM, 5.0  (64) ,9582494863
Quthbullapur,"Plot No 6, Ground Floor, Ganesh Housing Colony, Suchitra X Roads, Quthbullapur, Hyderabad, Telangana, 500067",Telangana,11:00 AM to 09:30 PM, 4.9  (1532) ,8588809804
Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",Telangana,11:00 AM to 09:30 PM, 4.9  (1249) ,8929185505
Allwyn Colony,"Ground Floor, House No 2-22-88/2/A, Allwyn Colony, Situated Vijayanagar Colony, Enadu Society, Kukatpally, Near Patel Kunta Huda Park, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM, 4.9  (562) ,8447911308
New Friends Colony,"13-6-798/1/21, New Friends Colony, Langar Houz, New Friends Colony, Beside Bapughat, Hyderabad, Telangana, 500008",Telangana,11:00 AM to 09:30 PM, 4.8  (346) ,8929335385
Hyderguda,"Ground Floor, Baba Towers, Tilak Road, King Koti, Hyderguda, Beside Bakezone, Hyderabad, Telangana, 500048",Telangana,11:00 AM to 09:30 PM, 4.9  (1837) ,8447730260
Mancherial,"12-656, Reddy Colony, Highway Road, Mancherial, Beside Fire Station, Mancherial, Telangana, 504208",Telangana,11:00 AM to 09:00 PM, 5.0  (1368) ,8588814902
Khammam,"15/9/542, Swarna Palace, Wyra Road, Yedulapuram, Beside Icici Bank, Khammam, Telangana, 507002",Telangana,11:00 AM to 09:00 PM, 4.8  (770) ,7428890277
Kapra,"House No 3-30/1, Plot No1, Sri Nagar Colony, Kapra Village & Mandal, Medchal District, Kapra, Hyderabad, Telangana, 500062",Telangana,11:00 AM to 09:30 PM, 4.9  (1323) ,8929289540
Dilsukh Nagar,"16-11-741/C/13/5, Ground Floor, Vijetha Royal Empire, Indira Nagar, Dilsukh Nagar, Opposite Ram Raj Cotton, Hyderabad, Telangana, 500036",Telangana,11:00 AM to 10:00 PM, 4.7  (557) ,8826021555
Vivekananda Nagar,"House No 3-6-23/4, Plot No 297, Survey Numbers 137&139, Bagh Ameeri Village, Balanagar Madal, Kukatpally Cricle Ghmc, Ranga Reddy, Vivekananda Nagar, Beside Partha Dental Clinic, Hyderabad, Telangana,",Telangana,11:00 AM to 09:30 PM, 4.8  (640) ,8929808349
Alwal,"171 12, Nr Temple, Alwal Village, Ghmc, Alwal Circle, Malkajgiri Mandal, Ranga Reddy, Alwal, Beside Partha Dental Clinic, Hyderabad, Telangana, 500010",Telangana,11:00 AM to 09:30 PM, 4.9  (3367) ,9319359590
Manikonda,"House No 8-1-284/Ou/20, Ground Floor, Ou Colony, Shaikpet, Manikonda, Near Naturals Saloon, Hyderabad, Telangana, 500008",Telangana,11:00 AM to 09:30 PM, 4.6  (748) ,7428891346
Nallagandla,"Ground Floor, Ghmc 7-7/205, Nallagandle, Near Reliance Digital, Nallagandle, Hyderabad, Telangana, 500019",Telangana,11:00 AM to 09:30 PM, 4.3  (828) ,9821221604
Serilingampally,"Plot No3, Huda Trade Centre, Seri Nallagandla Village, Serilingampally Mandal And Municipality, Ranga Reddy District, Hyderabad, Telangana, 500019",Telangana,11:00 AM to 09:30 PM, 4.9  (403) ,8512831415
Kukatpally 2,"Mig 161, Ground Floor, Road No 1, Kphb Colony, Kukatpally 2, Opposite Holistic Hospital, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM, 4.7  (1004) ,7428891359
Banjara Hills,"Mch No 6/3/348/B/201A, Ground Floor, Bke Owners Society, Road 1, Banjara Hills, Opposite Vangal Rao Park, Hyderabad, Telangana, 500034",Telangana,11:00 AM to 09:30 PM, 4.4  (251) ,7428891055
Chanda Nagar,"Shop No 2/105, C F2/F3, United Chambers, Near The Chennai Shopping Mall, Sri Ram Nagar Colony, Chanda Nagar, Hyderabad, Telangana, 500050",Telangana,10:30 AM to 09:30 PM, 4.5  (425) ,7291823140
Nizamabad,"1-13-14,Vinayaka Nagar, Vinayaka Nagar, Opposite Bajaj Electronics, Nizamabad, Telangana, 503003",Telangana,11:00 AM to 09:00 PM, 4.8  (527) ,8826643365
GSM Mall,"Shop No Ff 101, First Floor, Gsm Mall, Madinaguda, Miyapur, Opposite My Home Jewel Apartments, Hyderabad, Telangana, 500049",Telangana,11:00 AM to 09:30 PM, 4.9  (603) ,8588891355
Puppalguda Shaikpet,"Plot No 40 & 41, Shop No 4-3/40/41/S2/A/1, S S Tower, Friends Colony, Puppalguda, Hyderabad, Telangana, 500089",Telangana,11:00 AM to 09:30 PM, 4.9  (590) ,8929338663
Shantosh Nagar,"&#34, Khaja Estate, Shop No 2, Ground Floor, 17-1-376/3, Shantosh Nagar, Hyderabad, Telangana, 500059",Telangana,11:00 AM to 09:30 PM, 4.9  (1606) ,8447743931
Himayath Nagar,"Flat No 3-6-365, Y V Rao Mansion 104&105, Himayatnagar Road, Gagan Mahal, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM, 4.9  (1778) ,8826001648
Botanical Garden,"H No 1-57/19, Sri Ram Nagar, Botanical Garden Road, Kondapur, Opposite Airtel Showroom, Hyderabad, Telangana, 500031",Telangana,11:00 AM to 09:30 PM, 4.8  (1018) ,9818821647
Madeenaguda,"Shop No G2, Ground Floor, Kalyan Tulasi Ram Chambers, Madeenaguda, Opposite Croma & Allensolly, Hyderabad, Telangana, 500049",Telangana,11:00 AM to 09:30 PM, 4.9  (1832) ,9971771565
Hanamkonda,"1-7-682/1, Ground Floor, Subedari, Warangal Urban, Opposit Woodland Showroom, Hanamkonda, Telangana, 506001",Telangana,11:00 AM to 09:00 PM, 4.9  (1888) ,9810221364
Ramanthapur,"House No 3-11-65 & 68, Gokhale Nagar, Ramanthapur, Beside Raghavendra Tifins Center & Pharma Hub, Hyderabad, Telangana, 500013",Telangana,11:00 AM to 09:30 PM, 4.9  (738) ,8929174134
"Chanda Nagar, BHEL","2-88, National Highway 65, Gangaram, Chanda Nagar Bhel, Opposite Karachi Bakery, Hyderabad, Telangana, 500050",Telangana,11:00 AM to 09:30 PM, 4.9  (1377) ,9971711685
Uppal,"2 2 173, Ground Floor, Vijay Colony, Kv Rangreddy, Uppal, Near Gandhi Statue, Hyderabad, Telangana, 500039",Telangana,11:00 AM to 09:30 PM, 4.9  (957) ,8447743978
IDPL Chintal Main Road,"Ground Floor, House No 5 080, IDPL Chintal Main Road, Ranga Nagar Colony, Village Quthbullapur, Mandal, Quthbullapur, GHMC Gajularamaram Circle, Medchal Malkajgiri, Hyderabad, Telangana, 500055",Telangana,11:00 AM to 09:30 PM, 4.9  (929) ,9582385212
HGB Road,"54, Hari Ganga Basak Road, Paradise Chowmuhani, Opposite Pwd Office, Agartala, Tripura, 799001",Tripura,10:30 AM to 09:00 PM, 4.8  (1628) ,7428890002
Kashari Patty Road,"Ground Floor, House No 204955, Motor Stand Road, Kashari Patty Road, Agartala, Tripura, 799001",Tripura,10:30 AM to 09:00 PM, 4.8  (748) ,8743857691
Dharmanagar,"Kali Bari Road, North Dharmanagar, Kali Bari Road, Opposite R C Jwellers, Dharmanagar, Tripura, 799250",Tripura,10:30 AM to 08:30 PM, 4.9  (311) ,8447917957
Sector 133,"Shop No 3 & 4, Ground Floor, Paras One 33, Sector 133, Noida, Uttar Pradesh, 201304",Uttar Pradesh,11:00 AM to 09:00 PM, 4.8  (449) ,7065045166
Qaiserbagh Lucknow,"Shop No 5, Tandon Building, Kaiser Bagh, Kaiser Bagh Crossing, Lucknow, Uttar Pradesh, 226001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (983) ,9643081427
Skardi Plaza,"Shop No 15 & 22, Skardi Plaza, Skardi Green Gold Links, Ghaziabad, Uttar Pradesh, 201002",Uttar Pradesh,11:00 AM to 09:00 PM, 5.0  (51) ,1204313012
Ratankhand,"Cp 2/4, Crystal City Centre, Sharda Nadar Yojana, Ratankhand, Lucknow, Uttar Pradesh, 226012",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (956) ,8447745330
Vinayak Mall,"Shop No 2, Lower Ground Floor, Building No 2/205, Vinayak Mall, Diwani Crossing, Vinayak Mall, Near District Court, Diwani Crossing, Agra, Uttar Pradesh, 282002",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (669) ,7428890294
Gomti Nagar,"1/99, Vinay Khand, Patrakaarpuram, Gomti Nagar, Near First Cry, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (2248) ,7303446447
Bahraich,"79, Digiha, Gonda Road, Near Agrasen Chowk, Bahraich, Uttar Pradesh, 271801",Uttar Pradesh,11:00 AM to 09:00 PM, 5.0  (782) ,9311773715
Mau,"House No 266, B4 Ground Floor, Sahadatpura Pargana, Tehsil Sadar, Mau, Uttar Pradesh, 275101",Uttar Pradesh,10:00 AM to 09:00 PM, 5.0  (47) ,7880742573
Alpha 2,"Shop No 37, 37A, 37 B, Ground Floor, KB Complex, Plot No LS-01, Sector-Alpha-02, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, 201308",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (461) ,8743834885
Shuklaganj,"16/1636 Rajdhani Marg, Gopinath Puram, Shukla Ganj, Near V-Mart, Kanpur, Uttar Pradesh, 209861",Uttar Pradesh,11:00 AM to 09:30 PM,,8303374738
Sigra,"D 62/48, First Floor, Sonia Road, Sigra, Bharat Sevashram Sangh, Varanasi, Uttar Pradesh, 221010",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (510) ,7428890035
Shaimar Garden,"Plot No 15, G1, Ground Floor, Block C, Shalimar Garden Extension 2, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (704) ,7303371372
Indirapuram,"Shop No G2, Aditya Goldcrest, Vaibhav Khand, Indirapuram, Beside Narulas, Ghaziabad, Uttar Pradesh, 201014",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (777) ,9319369533
Phoenix United Mall,"Cp 08, 1St Floor, Phoenix United Mall, Sector B, Lda Colony, Kanpur Road, Near Wildcraft, Lucknow, Uttar Pradesh, 226012",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1387) ,7428891128
Jankipuram,"Plot No 31, 60 Feet Road, Jankipuram, Near Mulayam Tiraha, Lucknow, Uttar Pradesh, 226021",Uttar Pradesh,11:00 AM to 09:00 PM, 4.8  (1268) ,9319371908
Sector 75 Noida,"Shop No 10C & 10D, Ground Floor, Block B, Spectrum Metro, Sector 75, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (643) ,8929174102
Ambedkar Road,"Shop No N 21, Nehru Nagar 3, Ambedkar Road, Adjacent To Banwari Lal Restaurant, Ghaziabad, Uttar Pradesh, 201001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (681) ,7428891144
Garh Road,"Shop No 2, Ground Floor, Pinnacle Tower, Garh Road, Meerut, Uttar Pradesh, 250001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (243) ,8447820217
